card_id,card_scheme,product,subproduct,subproduct_rank
2CE0A436AF29,mada,Debit,N/A,0
B384678FE833,mada,Debit,N/A,0
57E8BB8A635E,Visa,Credit,Signature,3
3D7C314B334C,Visa,Debit,Platinum,2
E79266B86658,Visa,Debit,Classic,1
0907519D25C6,mada,Credit,N/A,0
822D54155C67,mada,Debit,N/A,0
BF561BAA0126,Visa,Debit,Classic,1
C9DC41AE1D9C,mada,Debit,N/A,0
C73D1950D41A,mada,Debit,N/A,0
90966D329E0F,mada,Debit,N/A,0
61B5B8F3D26B,mada,Debit,N/A,0
77D390D76CB2,mada,Debit,N/A,0
E46FAFD102B0,Visa,Debit,Classic,1
DD10E56AF44E,Visa,Debit,Classic,1
447322B44EEB,mada,Debit,N/A,0
6BB30ADE51BF,mada,Debit,N/A,0
8CEAA2E7B4DD,mada,Debit,N/A,0
A8D07AAC3C57,Visa,Credit,Platinum,2
B9F865B675D6,mada,Debit,N/A,0
0C20CB52DD6E,Visa,Credit,Platinum,2
DF2F1947D990,Visa,Credit,Signature,3
140161FF9D95,mada,Debit,N/A,0
BCC9DFF60CBF,mada,Debit,N/A,0
4BB23DCF618D,Visa,Debit,Platinum,2
7CCB2F0287A6,mada,Debit,N/A,0
F6D7025F01E9,mada,Debit,N/A,0
7986B6163D43,mada,Prepaid,N/A,0
CA760B672653,mada,Debit,N/A,0
5271BED519DE,Visa,Debit,Classic,1
5698BCC3756D,Dual,Debit,Classic,1
FA5046F541EC,Visa,Debit,Classic,1
DC733C230136,mada,Debit,N/A,0
6F6224910B25,mada,Debit,N/A,0
ED35EBF69B1D,Visa,Credit,Classic,1
999F7F8F81F1,mada,Debit,N/A,0
0605684CE7D4,mada,Debit,N/A,0
5923849F7FCC,Visa,Debit,Classic,1
117683A26C13,Visa,Credit,Platinum,2
7F3A0E091DAE,Visa,Credit,Platinum,2
809CC064B091,mada,Debit,N/A,0
75AEF5A3BEF9,Visa,Debit,Classic,1
4F52CFBC78A2,mada,Debit,N/A,0
9D09CB6B8D8A,mada,Debit,N/A,0
D7A59D07221B,mada,Debit,N/A,0
D6BFE6E10D2E,Visa,Credit,Platinum,2
97DB2DD63D2E,Visa,Debit,Classic,1
4530DD4AFAD8,Visa,Debit,Classic,1
BE803E6A23F9,mada,Debit,N/A,0
EB842F1F4970,mada,Debit,N/A,0
746E9E0120E3,mada,Debit,N/A,0
E08DCDD41D60,mada,Debit,N/A,0
0A7A46CF527E,Visa,Debit,Platinum,2
3E8C680952B0,Dual,Prepaid,Classic,1
B01F956DB69F,Visa,Debit,Classic,1
10E5233FB952,mada,Debit,N/A,0
D60DDB926FB0,Visa,Debit,Classic,1
51401911C92C,mada,Debit,N/A,0
2A010DA6F461,Visa,Credit,Platinum,2
AAF0FBEC4722,mada,Debit,N/A,0
B42957001E4D,Dual,Credit,Signature,3
BC266353A8E0,mada,Debit,N/A,0
7938DF243176,mada,Debit,N/A,0
42D75FB64093,mada,Debit,N/A,0
C73B0C6EC625,Visa,Credit,Platinum,2
1AC733B62771,Visa,Credit,Platinum,2
8D034A37AAA9,mada,Debit,N/A,0
B769BCDD83A4,Visa,Credit,Classic,1
8036CC41785A,Visa,Credit,Platinum,2
37F5CFBA3972,mada,Debit,N/A,0
C00040D8C729,Dual,Credit,Signature,3
62F11EEEC20F,mada,Debit,N/A,0
83C80F54EC50,mada,Prepaid,N/A,0
E10C8157751D,Visa,Credit,Platinum,2
A72AAB1DF300,mada,Debit,N/A,0
C6EDC9F1EB3A,Dual,Credit,Classic,1
63BE37220B43,mada,Debit,N/A,0
FF9FAE16CB03,Visa,Debit,Classic,1
65FC4DB63A5F,Visa,Debit,Classic,1
52BF9DD66D35,mada,Debit,N/A,0
D7C42FF06707,mada,Debit,N/A,0
600CB51264FC,mada,Debit,N/A,0
72854AADA899,mada,Debit,N/A,0
35FA8F038668,mada,Debit,N/A,0
887C7BBA728F,Visa,Debit,Platinum,2
F01218B2A298,mada,Debit,N/A,0
2B4C46CBE4DE,mada,Debit,N/A,0
8DFA6F43EA48,mada,Debit,N/A,0
6253E0383AF6,Visa,Debit,Classic,1
155DFDD93A37,mada,Debit,N/A,0
AC80DC0762B9,Visa,Debit,Classic,1
BEB01DD6899A,mada,Debit,N/A,0
00D2E0847C58,mada,Debit,N/A,0
0AB4EDF09D6B,Visa,Credit,Signature,3
D19DFD9AE5A5,Dual,Credit,Platinum,2
DF871D447207,Dual,Prepaid,Platinum,2
A8C50B92016C,Visa,Credit,Platinum,2
F08B94170164,Visa,Credit,Platinum,2
E7B82EC3C395,Visa,Debit,Platinum,2
6AD2727A1DEC,Visa,Debit,Classic,1
ACE49BDBA418,Visa,Credit,Signature,3
40CFB5E8321C,Visa,Prepaid,Classic,1
10F30A4847FD,mada,Debit,N/A,0
1C63D3E0EE03,mada,Debit,N/A,0
63745239C710,Visa,Credit,Platinum,2
6F3F7C1F03E0,Visa,Debit,Platinum,2
30E5E6FD665B,mada,Debit,N/A,0
D205A4B8E790,mada,Debit,N/A,0
4F2446BF70C7,Visa,Credit,Signature,3
0474D9F3D304,Visa,Debit,Classic,1
B04DEDE5219B,mada,Debit,N/A,0
C9D6EAF9FF99,Visa,Prepaid,Classic,1
4F9CD14D1738,Visa,Prepaid,Classic,1
6DB940EB7B22,mada,Prepaid,N/A,0
5DBC7AE224CA,mada,Debit,N/A,0
C90EB7C76466,mada,Debit,N/A,0
1B372A391909,Visa,Debit,Classic,1
A6FF72B7BFF6,mada,Debit,N/A,0
2809997CD12E,Visa,Debit,Platinum,2
EAF00CF6E7AB,mada,Credit,N/A,0
1D073E072FDD,Visa,Debit,Classic,1
604317C34DA3,Visa,Credit,Platinum,2
164834B193F8,Visa,Credit,Signature,3
4C6BD1FFA3EB,Visa,Credit,Platinum,2
2B8C353899D2,Visa,Debit,Platinum,2
EB8AD6AEC64C,Visa,Credit,Classic,1
FC250B6F4573,mada,Debit,N/A,0
8585B4C22095,Visa,Credit,Platinum,2
70778605D8FE,Dual,Prepaid,Classic,1
D46980F09468,Visa,Credit,Signature,3
3BD5641D86FA,mada,Prepaid,N/A,0
50428801DF40,Visa,Credit,Platinum,2
8B5DBDC0E8AD,Visa,Credit,Platinum,2
9506AB377F27,Visa,Debit,Classic,1
E832896848BD,Visa,Credit,Platinum,2
BC9A7AFF4FC3,Visa,Debit,Platinum,2
5E702B4EE491,mada,Prepaid,N/A,0
FDB55A2860B1,mada,Debit,N/A,0
62C4B3F144FD,Dual,Credit,Platinum,2
8FE870BD9C07,Dual,Debit,Classic,1
CFB3A24981C1,mada,Debit,N/A,0
FCE82B5F033D,mada,Debit,N/A,0
940EDA7F67FA,Visa,Debit,Classic,1
CEDA0AEF6246,mada,Credit,N/A,0
00A816DB76AC,mada,Prepaid,N/A,0
3B9EDB062F2E,mada,Debit,N/A,0
CA1E78CDB206,Visa,Credit,Signature,3
32A924FEB311,mada,Prepaid,N/A,0
540D98F92326,Visa,Credit,Classic,1
9313BE56F903,mada,Debit,N/A,0
CD570F5F28EC,mada,Prepaid,N/A,0
458FF8353AF7,mada,Debit,N/A,0
43C437D7CBE2,Visa,Debit,Classic,1
FEC596FC129D,Visa,Credit,Signature,3
AD4D32B6FD69,Visa,Credit,Classic,1
B1C8D40D1DA3,Visa,Prepaid,Classic,1
E99B30F2EF6D,mada,Debit,N/A,0
5AB590A0E159,Visa,Credit,Signature,3
9A627E4054C3,Visa,Prepaid,Classic,1
C8423DE55060,mada,Debit,N/A,0
1FE10B011A8D,mada,Debit,N/A,0
A7BF2B7F153C,Visa,Debit,Classic,1
AB76C415635C,mada,Debit,N/A,0
4E41BBF696CB,Visa,Credit,Platinum,2
36088A8B7975,Dual,Credit,Signature,3
AA56BF4C8F4C,Visa,Debit,Classic,1
1EC2E91493E5,mada,Debit,N/A,0
A9E6E88CDCA0,mada,Debit,N/A,0
AAC5D89E83D3,Visa,Debit,Classic,1
5C6B0E20B69B,mada,Debit,N/A,0
058DD3EFD6F2,Dual,Debit,Classic,1
ED3ED4F962BE,mada,Debit,N/A,0
75EADB8C6029,Visa,Debit,Platinum,2
6E692EEEA2AF,Visa,Debit,Classic,1
C747C3642495,Visa,Debit,Platinum,2
FAD67FF8BE2D,Visa,Debit,Platinum,2
3D77878132EC,mada,Debit,N/A,0
3E5EA138AD99,Dual,Credit,Classic,1
FEF59E8A0AB0,Visa,Debit,Classic,1
4ED34DF2E44A,mada,Debit,N/A,0
F322452AE8CF,Visa,Credit,Classic,1
89A40DCEF844,Visa,Debit,Signature,3
EDDD9B4C54D2,Visa,Prepaid,Classic,1
038F8D8E0A66,mada,Prepaid,N/A,0
9A9BA4EF13EC,Visa,Credit,Classic,1
99982D762C7D,Visa,Debit,Classic,1
B5CED87BB4BC,Dual,Debit,Platinum,2
C62128853F65,Visa,Credit,Classic,1
DF7BDD722575,mada,Credit,N/A,0
52C278FAD0EA,mada,Debit,N/A,0
4C6EF2815ECD,mada,Debit,N/A,0
328CD883CE91,mada,Debit,N/A,0
C11576596C99,mada,Debit,N/A,0
A33E06E39146,mada,Debit,N/A,0
C6B29DB11147,mada,Debit,N/A,0
9BC685FEFE1A,mada,Debit,N/A,0
C8A7001D4573,Visa,Credit,Signature,3
A8E74353C8AB,Visa,Debit,Signature,3
E9498EDDA08A,Visa,Credit,Platinum,2
AB769209B210,Visa,Credit,Classic,1
795E8BC2EB1C,Visa,Debit,Classic,1
4B011BA4B52B,mada,Debit,N/A,0
54AA0AB91FE0,mada,Debit,N/A,0
96536161407D,mada,Prepaid,N/A,0
979626E2C6B2,Visa,Prepaid,Classic,1
D1E25BF617E0,mada,Debit,N/A,0
6AC2D4A491FF,Visa,Credit,Platinum,2
CFDB0331062C,Visa,Prepaid,Classic,1
BA191BFFA265,Visa,Debit,Classic,1
9C0752C7EF27,mada,Debit,N/A,0
81283A4C6A76,mada,Debit,N/A,0
65EF20138565,mada,Debit,N/A,0
020B90C934C2,Visa,Credit,Classic,1
EBE343E74430,mada,Debit,N/A,0
7BC08D4B4DAC,mada,Debit,N/A,0
0BDB57B88090,Visa,Credit,Platinum,2
54E7B74B4DAD,Visa,Credit,Signature,3
B3D356FFF06B,mada,Debit,N/A,0
9B50CA46E5AA,Visa,Prepaid,Classic,1
1620EEB4E5FE,Visa,Credit,Platinum,2
AF22B057C430,Visa,Debit,Classic,1
8BEE4969BD91,Visa,Credit,Classic,1
8F3B997E4B4D,Dual,Debit,Platinum,2
102DD8FD3F03,Visa,Credit,Classic,1
7688B0C3D280,Visa,Credit,Platinum,2
7C51510BAF2B,Visa,Prepaid,Classic,1
10D9E8BD615A,Visa,Credit,Classic,1
28DA60CC3791,mada,Debit,N/A,0
AC2E821AF039,mada,Debit,N/A,0
2FA87EBC52FB,mada,Debit,N/A,0
EAC5A8E4013D,mada,Debit,N/A,0
0064246BCE23,Visa,Credit,Platinum,2
DEF1BCF018A3,mada,Debit,N/A,0
3DB849CF9ACA,Dual,Debit,Platinum,2
1305BCC18FE8,mada,Debit,N/A,0
DF20C576530F,mada,Debit,N/A,0
D2975A382371,mada,Debit,N/A,0
D11E96F92E2A,Visa,Credit,Platinum,2
3A887AFC8BF8,Visa,Debit,Classic,1
8AB38D20D13E,Visa,Credit,Platinum,2
857B42510F79,Dual,Credit,Platinum,2
49AD73C02BBE,mada,Debit,N/A,0
101EDF73EDE7,Visa,Debit,Classic,1
69F9DF59C57A,Visa,Credit,Platinum,2
BAA8BC030685,mada,Debit,N/A,0
6E009AB36D1D,mada,Debit,N/A,0
D404A14B76A9,mada,Debit,N/A,0
C2E4F14F0068,Visa,Debit,Classic,1
3BCB3C2E9FD0,Dual,Debit,Classic,1
A261A3A12897,Visa,Debit,Platinum,2
28ED80713869,mada,Debit,N/A,0
E27DB2256CB2,Dual,Prepaid,Classic,1
2B5AB68FD37F,Visa,Credit,Signature,3
7F1420933D47,mada,Debit,N/A,0
F6935D0CE837,mada,Debit,N/A,0
095F34DBFAB8,Visa,Credit,Platinum,2
E6DC3481F453,mada,Debit,N/A,0
5463140E8AB0,mada,Debit,N/A,0
3C33EC3145D2,mada,Debit,N/A,0
E5A9CD3025EF,Dual,Debit,Classic,1
9002F0647010,Dual,Credit,Signature,3
DFD3717DC212,Visa,Credit,Signature,3
C240D89B36E5,mada,Debit,N/A,0
11FB30049B1F,Visa,Debit,Classic,1
AB888E518308,Visa,Debit,Classic,1
41423D63A4B4,Visa,Debit,Classic,1
0C5757DC03A6,Visa,Debit,Classic,1
084F3129E8D2,Visa,Debit,Classic,1
F81EE5C0BBE7,Visa,Credit,Classic,1
DDD2EC2E2D7A,Visa,Debit,Platinum,2
3585D38F175C,mada,Debit,N/A,0
9D05A1561C72,Visa,Debit,Platinum,2
C99089B2000E,mada,Debit,N/A,0
A183125AAF55,Visa,Credit,Platinum,2
63B0B2491F2C,Visa,Debit,Classic,1
654292A2F9D6,mada,Debit,N/A,0
01FCD782E3E7,mada,Debit,N/A,0
F1EE5458E81C,Visa,Credit,Platinum,2
33CE5E9C2E9F,Visa,Debit,Classic,1
7D227B15B1D6,Visa,Debit,Platinum,2
970FBBFDD4AD,Visa,Credit,Signature,3
3522AA73A9BF,Visa,Prepaid,Classic,1
AB30A2CAE433,Visa,Debit,Classic,1
174CF4383468,mada,Debit,N/A,0
7A6AA27BC537,Visa,Credit,Signature,3
D265A938E987,mada,Debit,N/A,0
92C874A2BEA5,Visa,Credit,Classic,1
B60C0B16326F,mada,Credit,N/A,0
BCC8207A557B,Visa,Debit,Classic,1
48B9F157FCBB,Visa,Debit,Classic,1
A84845B13732,mada,Debit,N/A,0
75D35A146824,mada,Debit,N/A,0
F5076DA0B14E,Visa,Prepaid,Classic,1
56E65158F13F,mada,Debit,N/A,0
D639A2973818,Visa,Debit,Platinum,2
2A2F1FFE9ACE,Visa,Credit,Classic,1
6F1E64907490,mada,Debit,N/A,0
50868D47B8B0,mada,Debit,N/A,0
4D4072E507AD,Visa,Credit,Platinum,2
8B3A3F095692,Dual,Credit,Platinum,2
198685B5D058,Visa,Debit,Classic,1
5DD56052331D,mada,Debit,N/A,0
1B6A1ED20D6B,Visa,Credit,Signature,3
6682C13349AE,Visa,Debit,Platinum,2
E2CC73E9B391,Dual,Debit,Classic,1
28AF27E140AC,mada,Debit,N/A,0
6292254A8C9B,mada,Debit,N/A,0
B52AAA99C99E,mada,Debit,N/A,0
CAC69186B184,Visa,Prepaid,Platinum,2
804A057512E3,mada,Debit,N/A,0
7E0E953C88F5,Visa,Debit,Classic,1
64555154EE3E,mada,Debit,N/A,0
ACA442ABD521,Visa,Credit,Classic,1
CAFACDBCAD7A,Visa,Credit,Signature,3
6FC22AAE6323,mada,Debit,N/A,0
535568604910,mada,Debit,N/A,0
DD729C139F90,mada,Prepaid,N/A,0
28C3A6480D9A,mada,Debit,N/A,0
040644A64F94,mada,Debit,N/A,0
C46524B9269E,mada,Debit,N/A,0
B5FF3E46E1DC,Dual,Debit,Classic,1
CDB3FD54380D,Dual,Credit,Signature,3
2A4EA2CFBDA3,Dual,Credit,Platinum,2
CCBD1FA7EFB6,mada,Debit,N/A,0
FF5D671F7CE4,Dual,Debit,Classic,1
20A44CAC51FC,Visa,Debit,Classic,1
D4CEB826A9D7,Visa,Prepaid,Classic,1
E7E04F34C3A5,Visa,Credit,Classic,1
ECC26D1028AD,Visa,Credit,Platinum,2
77BB7A09D78E,Dual,Prepaid,Classic,1
7777184EC8D3,Visa,Debit,Classic,1
F04C0EF5E104,Dual,Debit,Classic,1
BED779EF4FF9,Visa,Debit,Platinum,2
56BBC1DE01BB,Visa,Debit,Signature,3
466F0F65CC73,Visa,Debit,Platinum,2
87519074BD45,mada,Debit,N/A,0
74219ADCD012,Dual,Credit,Platinum,2
BC781315DA77,Dual,Debit,Classic,1
359222199B93,mada,Debit,N/A,0
6E0232C90EF5,Dual,Debit,Platinum,2
AA23834587C9,mada,Debit,N/A,0
3E2802CB0F90,mada,Debit,N/A,0
E9CAF9091581,Visa,Credit,Signature,3
476E1D8438F7,Dual,Credit,Classic,1
D8D04C67871F,mada,Debit,N/A,0
FFFB3C71E350,Dual,Prepaid,Classic,1
0DEF54FAE1D2,Visa,Debit,Signature,3
BC3773BF2BEF,Visa,Credit,Signature,3
A2A076BDA79D,mada,Debit,N/A,0
F82FEBBC58C8,Visa,Debit,Classic,1
B967B65E5DBD,Dual,Prepaid,Platinum,2
72BA7F901346,Visa,Prepaid,Classic,1
95F7E9FB6444,Visa,Debit,Classic,1
D7254A81BCAA,Visa,Debit,Platinum,2
FB9B36C48880,Dual,Debit,Classic,1
BFF0A3BF499B,Visa,Debit,Classic,1
D4EFA6D05BA9,Dual,Credit,Signature,3
67512B820759,Visa,Credit,Signature,3
2BD0329DCE8D,mada,Debit,N/A,0
5C5505038401,Visa,Credit,Signature,3
B77B1072F7DA,mada,Debit,N/A,0
5D70E6DEB2BA,mada,Debit,N/A,0
FB707142B946,Visa,Credit,Platinum,2
5796C0FD0EDF,Visa,Credit,Classic,1
6A95774342B6,mada,Prepaid,N/A,0
8FC3829B2705,Visa,Credit,Platinum,2
196BAF62539E,Visa,Credit,Signature,3
50D42178AAE5,Dual,Debit,Platinum,2
2AFC355B8AAA,mada,Debit,N/A,0
064DB233F9B9,Visa,Credit,Platinum,2
D961BCB95A1B,mada,Debit,N/A,0
F2BEB4A8CA58,Visa,Credit,Classic,1
11EF56DD9FCE,Visa,Debit,Classic,1
F174B209305A,mada,Debit,N/A,0
84AAA44200CD,mada,Debit,N/A,0
9C14253C9C52,mada,Debit,N/A,0
43514B50D618,mada,Debit,N/A,0
FF6A7FEE5178,mada,Debit,N/A,0
05840C8AC7D0,mada,Debit,N/A,0
FC6946A1C154,Visa,Debit,Classic,1
708F54A5BC38,Visa,Credit,Platinum,2
82B71958F599,Visa,Debit,Signature,3
D08A650C3040,Dual,Debit,Classic,1
4A79AD9B64AB,Visa,Debit,Classic,1
4DA59C7545D2,mada,Debit,N/A,0
AD3FD1BB9A82,mada,Debit,N/A,0
A0DE1E94BBD7,Visa,Credit,Platinum,2
E0301E2DCFA3,Visa,Debit,Classic,1
12FE09628642,Dual,Credit,Signature,3
40321EC2A04E,Visa,Debit,Classic,1
25CCA0716A86,Visa,Credit,Classic,1
B9D16672F61C,Visa,Credit,Classic,1
EC9FD5D4ABDE,mada,Credit,N/A,0
3D0E7B5CEBCF,Visa,Credit,Platinum,2
7F8490A79B24,Dual,Debit,Platinum,2
CF9A89E8F65B,Visa,Credit,Platinum,2
61E0415B21AC,mada,Debit,N/A,0
B11D31B03768,mada,Debit,N/A,0
671AE10EA2EF,Visa,Debit,Classic,1
B8D4E6A0C851,mada,Credit,N/A,0
D90DFDD4BA2E,Visa,Debit,Platinum,2
D6B860AEA345,mada,Debit,N/A,0
704DCC26A65C,mada,Debit,N/A,0
9F0F17A15ADC,Visa,Debit,Classic,1
A149410A3C5C,Visa,Credit,Classic,1
4B732A5605D4,Visa,Prepaid,Classic,1
F1BAC505CFFC,mada,Debit,N/A,0
C2C8272318A5,mada,Credit,N/A,0
A06E3F809F57,Dual,Debit,Classic,1
4EFF24A6AB20,mada,Debit,N/A,0
F9F187A146BA,Visa,Credit,Platinum,2
7E2D870FB963,Visa,Debit,Signature,3
7438071973C7,Visa,Debit,Classic,1
D9724191F506,Visa,Credit,Classic,1
88F989EA4F4F,mada,Debit,N/A,0
12169AFB78DB,Visa,Debit,Platinum,2
437D03CDA8C3,Visa,Credit,Platinum,2
1E6E26509B61,Dual,Debit,Classic,1
18A10101F265,mada,Debit,N/A,0
6F0047DBBCCE,Visa,Prepaid,Classic,1
2EF8C61FD1CA,Visa,Credit,Platinum,2
53158BCD9EFB,Visa,Prepaid,Classic,1
95759AD51992,Dual,Prepaid,Classic,1
F875707E0B7B,mada,Debit,N/A,0
E0BA98440691,Visa,Prepaid,Classic,1
9EBDB9BBF4C6,Visa,Debit,Classic,1
3C60DCF5F158,Visa,Credit,Platinum,2
456A7A53789E,Dual,Debit,Signature,3
C694089023A7,Visa,Credit,Signature,3
9346361E133F,mada,Debit,N/A,0
D321922E870B,Dual,Debit,Classic,1
7EF7AFF4B441,Visa,Debit,Classic,1
29DB990A05CE,mada,Prepaid,N/A,0
2EC1991C3A7B,Dual,Credit,Signature,3
5F5D169B844F,Visa,Debit,Classic,1
CD970FD2B17F,mada,Debit,N/A,0
B381AD4C0EED,Dual,Debit,Platinum,2
DD1215233350,Visa,Credit,Classic,1
953A260559D9,mada,Debit,N/A,0
8D6C515AAAA2,Visa,Credit,Platinum,2
B136E5AD00DB,Visa,Debit,Classic,1
2754D76CB965,Visa,Credit,Signature,3
B8250D93C2C9,mada,Debit,N/A,0
EADDE755E9CF,mada,Debit,N/A,0
E299803F6848,Visa,Debit,Platinum,2
F4BC2B8F458A,Dual,Credit,Classic,1
138355F574D2,Dual,Debit,Classic,1
65CF4D385738,mada,Debit,N/A,0
744B6C65483F,Visa,Debit,Classic,1
216FA254D801,Visa,Debit,Classic,1
A7448FF93A3C,Visa,Credit,Signature,3
0A667B868016,Visa,Credit,Classic,1
653130E8D90E,Dual,Debit,Platinum,2
655856E90CB2,mada,Debit,N/A,0
2C2F61BE072F,Dual,Debit,Classic,1
3E1BC49A7FCB,Visa,Credit,Classic,1
00DFC422EA3B,mada,Debit,N/A,0
82584F86EC1D,Visa,Debit,Classic,1
E9AD29CB791C,Visa,Debit,Platinum,2
ED1F0CDE042F,Visa,Credit,Classic,1
DD684326C321,mada,Debit,N/A,0
3B316AA2034F,mada,Debit,N/A,0
1BA5448BDC1D,Visa,Credit,Signature,3
C4CFA1244182,mada,Debit,N/A,0
BB08567C5318,Dual,Debit,Platinum,2
E100CB01D2AA,Visa,Credit,Classic,1
323393266D1F,mada,Debit,N/A,0
5344F59CA4AB,Visa,Prepaid,Classic,1
9DFE2629C024,mada,Debit,N/A,0
041C941A0BE9,mada,Credit,N/A,0
AC3BC777C664,mada,Debit,N/A,0
C38459FC07FF,Visa,Debit,Classic,1
B8D9370CD775,Visa,Credit,Platinum,2
1536A403F571,Visa,Debit,Classic,1
9C971B9A97F3,Visa,Debit,Classic,1
80B1FEBEDBB2,Visa,Debit,Signature,3
B027FD9DFE84,mada,Debit,N/A,0
00E55F9A0E12,Dual,Credit,Classic,1
DA27AB80EAB0,Visa,Credit,Platinum,2
96B9FF14A1D7,mada,Debit,N/A,0
EDB8B35338AE,mada,Debit,N/A,0
BD5D26B07C11,Visa,Credit,Signature,3
ABE5F330F6AA,mada,Debit,N/A,0
4E363324DC49,mada,Debit,N/A,0
AA638DB88215,mada,Debit,N/A,0
4569662DE191,mada,Debit,N/A,0
E1FFE6A153F2,Visa,Credit,Platinum,2
61C5A85DC3B9,Visa,Credit,Platinum,2
6D5B3DF6DC5F,Visa,Prepaid,Classic,1
CB2AC45B9D2D,Visa,Prepaid,Platinum,2
EFA2391CF37C,mada,Prepaid,N/A,0
FA4ABFA44F10,Visa,Credit,Signature,3
ED8DD610A3DD,mada,Debit,N/A,0
9445214284BE,Visa,Credit,Platinum,2
CB74BA9E3E8A,Visa,Debit,Platinum,2
BFC2A3B59E0F,Visa,Debit,Classic,1
686B0A96B467,Visa,Prepaid,Classic,1
20B61560D9A6,mada,Prepaid,N/A,0
011133CE1974,mada,Credit,N/A,0
B7BC9E06F261,mada,Debit,N/A,0
AB1605A3E794,Dual,Debit,Classic,1
93FDB7C570F8,Dual,Credit,Signature,3
51943707EB33,Visa,Credit,Classic,1
F79B77BFD1F0,Visa,Credit,Signature,3
DCAB094DDBBB,Visa,Prepaid,Classic,1
90D6FD45410A,Visa,Debit,Classic,1
ADDC211DA4D4,mada,Debit,N/A,0
F388F82D751F,Visa,Prepaid,Classic,1
D6EBE0F30ACF,mada,Debit,N/A,0
FF7E9EEDAAEA,Visa,Prepaid,Classic,1
D003972AECBC,Visa,Prepaid,Classic,1
E20F1962564B,Visa,Credit,Classic,1
60F250639316,mada,Debit,N/A,0
36FD98661A43,Visa,Debit,Platinum,2
2BD196ED4986,mada,Credit,N/A,0
2B382EDFE11E,Visa,Debit,Classic,1
CB2D2CBF1649,mada,Debit,N/A,0
E9F88577400A,mada,Debit,N/A,0
5417867EACF1,Visa,Debit,Classic,1
7C61794AE3FA,Visa,Debit,Platinum,2
D1F09F6D16DF,Visa,Credit,Platinum,2
2DC18762953B,Visa,Credit,Signature,3
7AB32CFB1A35,mada,Debit,N/A,0
3F9619E16342,mada,Debit,N/A,0
E79DC082F781,mada,Debit,N/A,0
4D6C4FCFDDC7,mada,Debit,N/A,0
BD7C607FFCB3,mada,Debit,N/A,0
D10C1DF3527E,Visa,Credit,Signature,3
61774FBD5CB1,mada,Debit,N/A,0
60700D779DE3,Visa,Credit,Signature,3
97B7B7DCA2A8,Visa,Debit,Platinum,2
D7AFC7363D61,Visa,Debit,Platinum,2
F9762FDC54F4,Dual,Debit,Classic,1
D586DF040BC6,Visa,Debit,Platinum,2
C28225FC234B,Visa,Credit,Classic,1
A715BE3EFC7F,Visa,Credit,Platinum,2
E53FBAF0CA3D,mada,Debit,N/A,0
99FDA1F7BB5A,Visa,Credit,Platinum,2
F400ABF4EE58,Visa,Credit,Platinum,2
F4B6920ADEB5,mada,Debit,N/A,0
A59AB36B199E,Visa,Debit,Classic,1
AEC346FD68C7,Visa,Credit,Platinum,2
7F7EC50F1850,Visa,Credit,Platinum,2
C7C1D49EB9F6,Dual,Credit,Platinum,2
93E8C16FF4BF,mada,Debit,N/A,0
953D96517350,Visa,Credit,Platinum,2
1E9827967E8E,Visa,Prepaid,Classic,1
AB1382820121,mada,Debit,N/A,0
F98187E77A94,Visa,Debit,Classic,1
44C5CCA94836,mada,Debit,N/A,0
A25E3D0B2556,Visa,Credit,Signature,3
1CB426529808,Visa,Debit,Classic,1
AADC2F776505,mada,Debit,N/A,0
16E065750247,Visa,Credit,Classic,1
92CD9323BBEA,Dual,Debit,Platinum,2
258AB5A31E5F,Visa,Credit,Signature,3
C6239ED907F0,Visa,Debit,Platinum,2
25A3E94B722D,mada,Debit,N/A,0
BC05CBA3DB24,Visa,Prepaid,Classic,1
3CE89CB1E565,Visa,Debit,Platinum,2
1FD08F348A1A,Visa,Credit,Platinum,2
38A42B72798D,Visa,Prepaid,Classic,1
2F9430F79A14,Visa,Credit,Platinum,2
01E065A281D8,mada,Debit,N/A,0
927491F75C58,Visa,Debit,Classic,1
6D85287A4C5A,Visa,Credit,Classic,1
EBB51694F1A6,mada,Debit,N/A,0
68EFAB9C0BF3,Visa,Credit,Classic,1
B8F80B9F13CF,Visa,Debit,Classic,1
479C1433829A,Visa,Credit,Platinum,2
FAE3A35EC06D,mada,Debit,N/A,0
D63DEE26F9C6,Visa,Debit,Classic,1
EFEF6EB78EEB,Visa,Credit,Platinum,2
707B186F1B32,Visa,Credit,Platinum,2
CB99B9BEDFF9,mada,Debit,N/A,0
C99AA234C655,Visa,Debit,Classic,1
4DE1BCB4F750,mada,Debit,N/A,0
23B1B4B5CFB8,Visa,Credit,Classic,1
242A2880190B,Visa,Credit,Classic,1
8EC7796A369D,Visa,Prepaid,Signature,3
743B7040BFFE,Visa,Credit,Platinum,2
3E9309A47E14,Visa,Credit,Platinum,2
C743EAEE96C4,Visa,Debit,Classic,1
E2928E24A541,mada,Debit,N/A,0
BF57924CE0D0,Visa,Credit,Platinum,2
BB529FC8776C,mada,Debit,N/A,0
DC94BE520C4D,mada,Debit,N/A,0
D606B9096A3F,mada,Debit,N/A,0
D9ABDA923624,Visa,Debit,Classic,1
4F1099677961,Visa,Debit,Classic,1
70DAFA02A91E,Visa,Debit,Classic,1
C709ACBB7574,Visa,Prepaid,Classic,1
3DE0F16EFF73,mada,Debit,N/A,0
395BE879C2B4,mada,Debit,N/A,0
5B1081C6294E,Visa,Credit,Platinum,2
